Barragem_Nome,Barragem_Altura_AcimaNivelTerreno,Barragem_Capacidade,Barragem_Principal_Tipo_material,Barragem_Principal_comprimento,Uso_principal,Barragem_Categoria_Risco,Barragem_Dano_Potencial_Associado,TemPAE,TemPlanoSeguranca,TemRevisaoPeriodica,CriterioVazaoProjeto_OrgaoExtravasor,TemProjetoExecutivo,TemProjetoComo construido,TemProjetoBasico,TemProjetoConceitual,TemEclusa,Barragem_FasedeVida,ReguladaPNSB,Barragem Pública ou particular,Submetida à algum regulamento?,material_score,risco_score,DPA_score,temPAE_score,temPS_score,maintenance_score,vazao_score,doc_score,Eclusa_score
Belo Monte,21.0,4508.0,"terra, enrocamento ou outros",521.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,sim,não,não,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Benjamim Mário Baptista (Antiga Nova Sinceridade),19.0,0.438,concreto convencional,150.0,hidrelétrica,baixo,alto,não,sim,não,milenar,não,sim,não,não,não,operação,sim,Particular,sim,1.0,30.0,21.0,5.0,1.0,5.0,5,2.0,0.0
Boa Esperança (Antiga Castelo Branco),53.0,5085.0,"terra, enrocamento ou outros",5212.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,não,não,não,não,operação,sim,Estatal não dependente,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,8.0,0.0
Boa Fé,26.0,6.77,concreto convencional,204.45,hidrelétrica,baixo,baixo,não se aplica,sim,não,milenar,não,sim,sim,não,não,operação,sim,Particular,sim,1.0,30.0,7.0,0.0,1.0,5.0,5,2.0,0.0
Boa Sorte,26.0,18.3,"terra, enrocamento ou outros",570.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Boa Vista II,3.0,0.01324,concreto convencional,115.16,hidrelétrica,médio,alto,não,não,não,milenar,não,não,não,não,não,operação,sim,Particular,sim,1.0,50.0,21.0,5.0,5.0,5.0,5,8.0,0.0
Boa Vista II ,24.0,8.8,,430.0,hidrelétrica,baixo,alto,sim,sim,não,não confiável ou < 500 anos,,,,,não,operação,sim,Particular,sim,,30.0,21.0,1.0,1.0,5.0,10,,0.0
Bocaiúva,12.0,8.6,"terra, enrocamento ou outros",1680.0,hidrelétrica,baixo,alto,sim,sim,não,milenar,sim,não,não,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,5,2.0,0.0
Bonfante,31.0,0.6,"terra, enrocamento ou outros",305.0,hidrelétrica,baixo,alto,sim,sim,não,milenar,sim,não,sim,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,5,2.0,0.0
Bracinho,12.0,0.2,concreto convencional,57.85,hidrelétrica,baixo,baixo,sim,sim,não,não confiável ou < 500 anos,não,não,não,sim,não,operação,não,Estatal não dependente,sim,1.0,30.0,7.0,1.0,1.0,5.0,10,6.0,0.0
Bracinho,17.0,7.1,"terra, enrocamento ou outros",125.2,hidrelétrica,médio,baixo,sim,sim,não,não confiável ou < 500 anos,não,não,não,sim,não,operação,sim,Estatal não dependente,sim,3.0,50.0,7.0,1.0,1.0,5.0,10,6.0,0.0
Bracinho,14.6,2.5,concreto convencional,99.2,hidrelétrica,baixo,alto,sim,sim,não,milenar,não,não,não,sim,não,operação,sim,Estatal não dependente,sim,1.0,30.0,21.0,1.0,1.0,5.0,5,6.0,0.0
Braço,10.0,0.015,concreto convencional,56.19,hidrelétrica,baixo,baixo,não se aplica,não se aplica,não,cheia máxima provável,não,sim,sim,não,não,operação,não,Particular,sim,1.0,30.0,7.0,0.0,0.0,5.0,3,2.0,0.0
Braço Norte,3.0,0.001,concreto convencional,285.95,hidrelétrica,baixo,baixo,não se aplica,não se aplica,não,cheia máxima provável,não,não,sim,sim,não,operação,não,Particular,sim,1.0,30.0,7.0,0.0,0.0,5.0,3,4.0,0.0
Braço Norte II,20.0,10.0,"terra, enrocamento ou outros",320.0,hidrelétrica,baixo,médio,sim,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Particular,sim,3.0,30.0,14.0,1.0,1.0,5.0,3,2.0,0.0
Braço Norte III,27.0,33.1,"terra, enrocamento ou outros",1200.0,hidrelétrica,baixo,médio,sim,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Particular,sim,3.0,30.0,14.0,1.0,1.0,5.0,3,2.0,0.0
Braço Norte IV,26.0,20.57,"terra, enrocamento ou outros",200.0,hidrelétrica,baixo,médio,sim,sim,não,cheia máxima provável,não,sim,sim,não,não,operação,sim,Particular,sim,3.0,30.0,14.0,1.0,1.0,5.0,3,2.0,0.0
Brecha,21.0,2.42,concreto convencional,156.0,hidrelétrica,baixo,baixo,não se aplica,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Particular,sim,1.0,30.0,7.0,0.0,1.0,5.0,3,2.0,0.0
Brecha,17.0,2.42,concreto convencional,115.0,hidrelétrica,baixo,baixo,não se aplica,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Particular,sim,1.0,30.0,7.0,0.0,1.0,5.0,3,2.0,0.0
Bugres,27.5,11.4,concreto convencional,239.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,não,não,não,não,operação,sim,Estatal não dependente,sim,1.0,30.0,21.0,1.0,1.0,5.0,3,8.0,0.0
Bugres,19.3,50.0,concreto convencional,507.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,não,não,não,não,operação,sim,Estatal não dependente,sim,1.0,30.0,21.0,1.0,1.0,5.0,3,8.0,0.0
Bugres,10.0,13.8,concreto convencional,600.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,não,não,sim,não,operação,sim,Estatal não dependente,sim,1.0,30.0,21.0,1.0,1.0,5.0,3,6.0,0.0
Buricá,11.5,0.28,concreto convencional,120.0,hidrelétrica,baixo,baixo,não se aplica,não se aplica,não,cheia máxima provável,não,sim,não,não,não,operação,não,Particular,sim,1.0,30.0,7.0,0.0,0.0,5.0,3,2.0,0.0
Buriti,4.04,0.012,"terra, enrocamento ou outros",102.0,hidrelétrica,baixo,baixo,não se aplica,não se aplica,não,cheia máxima provável,não,sim,sim,não,não,operação,não,Particular,sim,3.0,30.0,7.0,0.0,0.0,5.0,3,2.0,0.0
Buriti ,11.45,0.044,,272.0,hidrelétrica,baixo,médio,não se aplica,sim,não,não confiável ou < 500 anos,,,,,não,operação,sim,Particular,sim,,30.0,14.0,0.0,1.0,5.0,10,,0.0
Buritis,3.7,0.003,concreto convencional,48.3,hidrelétrica,baixo,baixo,não se aplica,sim,não,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,sim,1.0,30.0,7.0,0.0,1.0,5.0,10,8.0,0.0
Cabeça de Boi,26.0,1.84,"terra, enrocamento ou outros",857.13,hidrelétrica,baixo,baixo,não se aplica,sim,não,milenar,não,sim,não,não,não,operação,sim,Particular,sim,3.0,30.0,7.0,0.0,1.0,5.0,5,2.0,0.0
Cabixi,6.5,1.0411,"terra, enrocamento ou outros",135.0,hidrelétrica,médio,baixo,não se aplica,não se aplica,não,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,sim,3.0,50.0,7.0,0.0,0.0,5.0,10,8.0,0.0
Cabixi II,7.0,0.097335,"terra, enrocamento ou outros",133.0,hidrelétrica,médio,baixo,não se aplica,não se aplica,não,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,sim,3.0,50.0,7.0,0.0,0.0,5.0,10,8.0,0.0
Caboclo,3.0,0.03,concreto convencional,17.0,hidrelétrica,médio,baixo,não se aplica,não se aplica,não,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,sim,1.0,50.0,7.0,0.0,0.0,5.0,10,8.0,0.0
Caboclo,45.0,36.8,"terra, enrocamento ou outros",150.0,hidrelétrica,baixo,alto,sim,sim,não,milenar,não,não,não,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,5,8.0,0.0
Caçador,13.8,0.126,concreto convencional,165.0,hidrelétrica,baixo,alto,não,sim,não,milenar,sim,não,não,não,não,operação,sim,Particular,sim,1.0,30.0,21.0,5.0,1.0,5.0,5,2.0,0.0
Cachoeira ,1.35,0.0,concreto convencional,14.3,hidrelétrica,baixo,baixo,não se aplica,não se aplica,não,cheia máxima provável,não,sim,não,não,não,operação,não,Particular,sim,1.0,30.0,7.0,0.0,0.0,5.0,3,2.0,0.0
Cachoeira Cachimbo Alto,24.0,32.0,"terra, enrocamento ou outros",300.4,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,sim,não,não,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Cachoeira Caldeirão,23.0,230.0,"terra, enrocamento ou outros",819.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Cachoeira da Lixa,18.0,0.7,"terra, enrocamento ou outros",175.0,hidrelétrica,baixo,baixo,não se aplica,sim,não,cheia máxima provável,sim,não,sim,não,não,operação,sim,Particular,sim,3.0,30.0,7.0,0.0,1.0,5.0,3,2.0,0.0
Cachoeira do Lavrinha (Antiga São Patrício) ,10.2,2.3419,concreto convencional,429.0,hidrelétrica,baixo,baixo,não se aplica,não se aplica,não,milenar,sim,não,sim,não,não,operação,não,Particular,sim,1.0,30.0,7.0,0.0,0.0,5.0,5,2.0,0.0
Cachoeira Dourada,23.0,750.0,"terra, enrocamento ou outros",2900.0,hidrelétrica,médio,alto,sim,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Particular,sim,3.0,50.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Cachoeira Poço Preto I,4.0,0.11934,concreto convencional,115.18,hidrelétrica,baixo,baixo,não se aplica,sim,não,não confiável ou < 500 anos,não,não,não,não,sim,operação,não,Particular,sim,1.0,30.0,7.0,0.0,1.0,5.0,10,8.0,1.0
Cachoeira Poço Preto II,4.0,0.11934,concreto convencional,115.18,hidrelétrica,baixo,baixo,não se aplica,sim,não,não confiável ou < 500 anos,não,não,não,não,sim,operação,não,Particular,sim,1.0,30.0,7.0,0.0,1.0,5.0,10,8.0,1.0
Cachoeirão,23.0,6.358,concreto convencional,136.0,hidrelétrica,baixo,alto,sim,sim,não,milenar,não,sim,não,não,não,operação,sim,Particular,sim,1.0,30.0,21.0,1.0,1.0,5.0,5,2.0,0.0
Caconde,61.0,636.0,"terra, enrocamento ou outros",660.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,não,não,sim,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,6.0,0.0
Caçu,34.0,227.45,"terra, enrocamento ou outros",1150.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
CAIXÃO,2.0,0.017364,concreto convencional,115.0,hidrelétrica,baixo,médio,sim,sim,não,cheia máxima provável,não,não,sim,não,não,operação,sim,Particular,sim,1.0,30.0,14.0,1.0,1.0,5.0,3,4.0,0.0
Caju ,34.5,9.93,concreto convencional,140.5,hidrelétrica,baixo,alto,sim,sim,não,milenar,sim,não,sim,não,não,operação,sim,Particular,sim,1.0,30.0,21.0,1.0,1.0,5.0,5,2.0,0.0
Cajuru ,23.0,192.05,"terra, enrocamento ou outros",438.0,hidrelétrica,médio,alto,sim,não,não,não confiável ou < 500 anos,não,sim,não,não,não,operação,sim,Estatal não dependente,sim,3.0,50.0,21.0,1.0,5.0,5.0,10,2.0,0.0
Calheiros,16.0,2.18,concreto convencional,148.0,hidrelétrica,baixo,alto,sim,sim,não,milenar,sim,não,sim,não,não,operação,sim,Particular,sim,1.0,30.0,21.0,1.0,1.0,5.0,5,2.0,0.0
Camargos,37.0,792.0,"terra, enrocamento ou outros",607.95,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Estatal não dependente,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Campos Novos,201.43,1471.55,"terra, enrocamento ou outros",592.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,sim,não,não,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Cana Brava,73.0,2302.0,"terra, enrocamento ou outros",950.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,sim,não,sim,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Cana Brava,22.0,2302.0,"terra, enrocamento ou outros",340.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,sim,não,sim,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Cana Brava,31.0,2302.0,"terra, enrocamento ou outros",863.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,sim,não,sim,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Canaã,21.0,61.24,"terra, enrocamento ou outros",534.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,sim,não,não,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Canastra,26.0,0.242,concreto convencional,179.0,hidrelétrica,baixo,baixo,não,sim,não,cheia máxima provável,não,não,sim,não,não,operação,sim,Estatal não dependente,sim,1.0,30.0,7.0,5.0,1.0,5.0,3,4.0,0.0
Canhadão,9.4,0.000285,"terra, enrocamento ou outros",94.5,hidrelétrica,baixo,baixo,não se aplica,não se aplica,não,milenar,sim,não,não,não,não,operação,não,Particular,sim,3.0,30.0,7.0,0.0,0.0,5.0,5,2.0,0.0
Canoa Quebrada,27.0,66.04,"terra, enrocamento ou outros",920.0,hidrelétrica,baixo,médio,não se aplica,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Particular,sim,3.0,30.0,14.0,0.0,1.0,5.0,3,2.0,0.0
Canoas I,27.0,207.267,"terra, enrocamento ou outros",570.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Canoas I,41.5,207.267,,181.0,hidrelétrica,baixo,alto,sim,sim,não,não confiável ou < 500 anos,,,,,não,operação,sim,Particular,sim,,30.0,21.0,1.0,1.0,5.0,10,,0.0
Canoas II,25.0,146.101,"terra, enrocamento ou outros",573.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Canoas II,46.0,146.101,concreto convencional,180.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Particular,sim,1.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Cantú 2,38.0,31.0,"terra, enrocamento ou outros",250.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,sim,sim,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Capão Preto,7.7,2.98,"terra, enrocamento ou outros",149.5,hidrelétrica,médio,baixo,não se aplica,sim,não,não confiável ou < 500 anos,não,não,não,sim,não,operação,não,Particular,sim,3.0,50.0,7.0,0.0,1.0,5.0,10,6.0,0.0
Capão Preto,4.51,0.01,concreto convencional,55.65,hidrelétrica,baixo,baixo,não se aplica,sim,não,não confiável ou < 500 anos,não,não,não,sim,não,operação,não,Particular,sim,1.0,30.0,7.0,0.0,1.0,5.0,10,6.0,0.0
Capão Preto,6.44,1.32,concreto convencional,230.0,hidrelétrica,baixo,baixo,não se aplica,sim,não,não confiável ou < 500 anos,não,não,não,sim,não,operação,não,Particular,sim,1.0,30.0,7.0,0.0,1.0,5.0,10,6.0,0.0
Capão Preto,11.0,3.86,"terra, enrocamento ou outros",319.6,hidrelétrica,médio,baixo,não se aplica,sim,não,não confiável ou < 500 anos,não,não,não,sim,não,operação,sim,Particular,sim,3.0,50.0,7.0,0.0,1.0,5.0,10,6.0,0.0
Capigui,20.5,58.0,concreto convencional,223.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,não,não,não,não,operação,sim,Estatal não dependente,sim,1.0,30.0,21.0,1.0,1.0,5.0,3,8.0,0.0
Capigui,5.2,0.027,concreto convencional,63.6,hidrelétrica,baixo,baixo,não,sim,não,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Estatal não dependente,sim,1.0,30.0,7.0,5.0,1.0,5.0,10,8.0,0.0
Capivara (Escola de Engenharia Mackenzie),60.0,10541.35,"terra, enrocamento ou outros",1500.0,hidrelétrica,baixo,alto,sim,sim,não,cheia máxima provável,não,sim,não,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,1.0,1.0,5.0,3,2.0,0.0
Capivari,28.0,2.12713,"terra, enrocamento ou outros",200.0,hidrelétrica,baixo,baixo,sim,sim,não,cheia máxima provável,sim,não,não,não,não,operação,sim,Particular,sim,3.0,30.0,7.0,1.0,1.0,5.0,3,2.0,0.0
Caquende,2.5,0.00436,concreto convencional,25.0,hidrelétrica,baixo,baixo,não se aplica,não se aplica,não,não confiável ou < 500 anos,não,sim,não,não,não,operação,não,Particular,sim,1.0,30.0,7.0,0.0,0.0,5.0,10,2.0,0.0
Carandaí,10.0,0.005,,23.54,hidrelétrica,baixo,baixo,sim,sim,não,não confiável ou < 500 anos,,,,,não,operação,não,Particular,sim,,30.0,7.0,1.0,1.0,5.0,10,,0.0
Carangola,5.5,0.236,"terra, enrocamento ou outros",180.0,hidrelétrica,baixo,baixo,não se aplica,não se aplica,não,milenar,sim,não,sim,não,não,operação,não,Particular,sim,3.0,30.0,7.0,0.0,0.0,5.0,5,2.0,0.0
