Barragem_Nome,Barragem_Altura_AcimaNivelTerreno,Barragem_Capacidade,Barragem_Principal_Tipo_material,Barragem_Principal_comprimento,Uso_principal,Barragem_Categoria_Risco,Barragem_Dano_Potencial_Associado,TemPAE,TemPlanoSeguranca,TemRevisaoPeriodica,CriterioVazaoProjeto_OrgaoExtravasor,TemProjetoExecutivo,TemProjetoComo construido,TemProjetoBasico,TemProjetoConceitual,TemEclusa,Barragem_FasedeVida,ReguladaPNSB,Barragem Pública ou particular,Submetida à algum regulamento?,material_score,risco_score,DPA_score,temPAE_score,temPS_score,maintenance_score,vazao_score,doc_score,Eclusa_score
Veredão,15.5,3.2339514,"terra, enrocamento ou outros",,irrigação,baixo,baixo,,não,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Particular,Não,3.0,30.0,7.0,,5.0,,10,,0.0
Barragem Lagoa do Ipê,,0.137719,"terra, enrocamento ou outros",,industrial,baixo,médio,,não,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Particular,Não,3.0,30.0,14.0,,5.0,,10,,0.0
Barragem EB II,15.0,0.165,"terra, enrocamento ou outros",,abastecimento humano,baixo,alto,,sim,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Particular,Não,3.0,30.0,21.0,,1.0,,10,,0.0
Barragem de Santarém,55.0,1.1,"terra, enrocamento ou outros",,abastecimento humano,baixo,alto,,sim,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Particular,Não,3.0,30.0,21.0,,1.0,,10,,0.0
Barragem de perenização Bananal,24.0,12.5,"terra, enrocamento ou outros",,irrigação,alto,alto,,sim,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Pública,Não,3.0,70.0,21.0,,1.0,,10,,0.0
Barragem de perenização Calhauzinho,36.0,32.0,"terra, enrocamento ou outros",,abastecimento humano,médio,alto,,,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Pública,Não,3.0,50.0,21.0,,,,10,,0.0
Caraíbas,26.4,,concreto convencional,,abastecimento humano,,médio,,,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Pública,Não,1.0,,14.0,,,,10,,0.0
Peão / Carrascão,50.0,7.63561162,"terra, enrocamento ou outros",,abastecimento humano,baixo,médio,,não,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Pública,Não,3.0,30.0,14.0,,5.0,,10,,0.0
Mosquito,29.0,7.0,"terra, enrocamento ou outros",,abastecimento humano,,médio,,,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Pública,Não,3.0,,14.0,,,,10,,0.0
Salinas,33.0,92.0,"terra, enrocamento ou outros",,abastecimento humano,,alto,,,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Pública,Não,3.0,,21.0,,,,10,,0.0
Samambaia,26.5,25.0,"terra, enrocamento ou outros",,abastecimento humano,,médio,,,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Pública,Não,3.0,,14.0,,,,10,,0.0
Setùbal,58.0,130.0,"terra, enrocamento ou outros",,abastecimento humano,baixo,alto,,sim,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Pública,Não,3.0,30.0,21.0,,1.0,,10,,0.0
CSN - Companhia Siderúrgica Nacional,2.5,0.0027,"terra, enrocamento ou outros",,abastecimento humano,baixo,baixo,,sim,,não confiável ou < 500 anos,,,,,não,sem informação,não,Particular,Não,3.0,30.0,7.0,,1.0,,10,,0.0
Barragem Rio Manso,39.0,65.20200642,"terra, enrocamento ou outros",,abastecimento humano,,,,sim,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Pública,Não,3.0,,,,1.0,,10,,0.0
Barragem de Ibirite,25.5,13.0,"terra, enrocamento ou outros",,industrial,baixo,médio,,não,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Estatal não dependente,Não,3.0,30.0,14.0,,5.0,,10,,0.0
Barragem Grande,,,"terra, enrocamento ou outros",1172.0,outros,alto,alto,,,,não confiável ou < 500 anos,,,,,não,inativa,sim,Pública,Sim,3.0,70.0,21.0,,,,10,,0.0
Barragem Guariroba,13.0,3.84397578,"terra, enrocamento ou outros",440.0,abastecimento humano,médio,alto,não,não,,milenar,sim,sim,sim,sim,não,operação,sim,Particular,Sim,3.0,50.0,21.0,5.0,5.0,,5,0.0,0.0
Barragem do Lago Parimê,16.8,1.47,"terra, enrocamento ou outros",650.0,recreação,médio,alto,não,não,,não confiável ou < 500 anos,não,não,sim,não,não,operação,sim,Particular,Sim,3.0,50.0,21.0,5.0,5.0,,10,4.0,0.0
Barragem Nasa Park,9.5,1.081,"terra, enrocamento ou outros",286.0,recreação,alto,alto,,,,não confiável ou < 500 anos,,,,,não,operação,sim,Particular,Sim,3.0,70.0,21.0,,,,10,,0.0
Barragem Indaiá,6.0,0.3421,"terra, enrocamento ou outros",270.0,irrigação,médio,alto,não,não,,não confiável ou < 500 anos,não,não,não,sim,não,inativa,sim,Particular,Sim,3.0,50.0,21.0,5.0,5.0,,10,6.0,0.0
Barragem Iguatemi,8.0,1.316,"terra, enrocamento ou outros",206.0,outros,,alto,,,,não confiável ou < 500 anos,,,,,não,inativa,sim,Particular,Sim,3.0,,21.0,,,,10,,0.0
Represa Sapé,10.0,1.041,"terra, enrocamento ou outros",230.0,outros,alto,alto,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,sim,Particular,Sim,3.0,70.0,21.0,5.0,5.0,,10,8.0,0.0
Represa,6.0,0.491,"terra, enrocamento ou outros",294.0,outros,médio,baixo,sim,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,50.0,7.0,1.0,5.0,,10,8.0,0.0
Represa 1,6.0,0.561,"terra, enrocamento ou outros",310.0,dessedentação animal,alto,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,70.0,7.0,5.0,5.0,,10,8.0,0.0
Represa da Fazenda Antares,3.0,0.414656,"terra, enrocamento ou outros",250.0,dessedentação animal,médio,alto,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,50.0,21.0,5.0,5.0,,10,8.0,0.0
Represa da Fazenda Boa Esperança,6.0,0.839386,"terra, enrocamento ou outros",280.0,dessedentação animal,alto,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,70.0,7.0,5.0,5.0,,10,8.0,0.0
Represa 03,5.0,0.483,"terra, enrocamento ou outros",180.0,dessedentação animal,alto,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,70.0,14.0,5.0,5.0,,10,8.0,0.0
Barragem Zé Pote,4.0,0.472,"terra, enrocamento ou outros",140.0,dessedentação animal,médio,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,8.0,0.0
Sem Informação,,,"terra, enrocamento ou outros",129.0,outros,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Sim,3.0,,,,,,10,,0.0
Sem Informação,,,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 04,5.0,0.89223477,"terra, enrocamento ou outros",300.0,irrigação,,,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,,Particular,Sim,3.0,,,5.0,5.0,,10,8.0,0.0
Sem informação,,,"terra, enrocamento ou outros",258.0,outros,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Sim,3.0,,,,,,10,,0.0
Represa do Bambu,3.0,0.216,"terra, enrocamento ou outros",337.63,dessedentação animal,,,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,,Particular,Sim,3.0,,,5.0,5.0,,10,8.0,0.0
Sem informação,,,"terra, enrocamento ou outros",216.0,outros,alto,alto,,,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Particular,Sim,3.0,70.0,21.0,,,,10,,0.0
Represa Esparrame,3.0,0.174,"terra, enrocamento ou outros",190.0,dessedentação animal,,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,,14.0,5.0,5.0,,10,8.0,0.0
Barragem da Lagoa,8.0,0.3,"terra, enrocamento ou outros",380.0,recreação,alto,alto,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,sim,Particular,Sim,3.0,70.0,21.0,5.0,5.0,,10,8.0,0.0
Represa,4.0,0.654707,"terra, enrocamento ou outros",351.0,recreação,médio,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,8.0,0.0
Represa do Balde,,,"terra, enrocamento ou outros",501.0,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Pública,Sim,3.0,,,,,,10,,0.0
Açude,2.5,0.372,"terra, enrocamento ou outros",156.0,outros,alto,alto,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,sim,Particular,Sim,3.0,70.0,21.0,5.0,5.0,,10,8.0,0.0
Lagoa,3.0,0.28215,"terra, enrocamento ou outros",202.0,outros,alto,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,70.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem Fazenda Celeiro,5.0,0.581856,"terra, enrocamento ou outros",430.0,dessedentação animal,alto,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,70.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem do Esteio,4.0,0.08,"terra, enrocamento ou outros",189.0,irrigação,alto,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,70.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem Cabeça de Onça,6.0,0.625,"terra, enrocamento ou outros",614.0,outros,alto,alto,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,sim,Particular,Sim,3.0,70.0,21.0,5.0,5.0,,10,8.0,0.0
Barragem Fazenda Belas Artes,4.0,0.30727294,"terra, enrocamento ou outros",260.0,dessedentação animal,alto,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,70.0,14.0,5.0,5.0,,10,8.0,0.0
Barragem da turbina,5.0,0.464,"terra, enrocamento ou outros",402.0,dessedentação animal,médio,baixo,não,sim,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,1.0,,10,8.0,0.0
Lagoa,2.8,0.362,"terra, enrocamento ou outros",170.0,aquicultura,alto,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,70.0,7.0,5.0,5.0,,10,8.0,0.0
Barramento São Domingos,6.0,0.78,"terra, enrocamento ou outros",420.0,irrigação,alto,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,70.0,14.0,5.0,5.0,,10,8.0,0.0
Barragem Buisque,4.0,0.353,"terra, enrocamento ou outros",240.0,dessedentação animal,alto,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,70.0,14.0,5.0,5.0,,10,8.0,0.0
Barragem do Retiro Ampá ,6.0,0.214,"terra, enrocamento ou outros",254.0,dessedentação animal,,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,,14.0,5.0,5.0,,10,8.0,0.0
Usina Castelo Branco,,,"terra, enrocamento ou outros",546.0,dessedentação animal,,alto,não,não,,não confiável ou < 500 anos,,,,,não,operação,sim,Sem Informação,Sim,3.0,,21.0,5.0,5.0,,10,,0.0
Represa do Corrégo Cateto,7.0,1.083,"terra, enrocamento ou outros",345.0,dessedentação animal,alto,alto,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,70.0,21.0,5.0,5.0,,10,8.0,0.0
Barragem 08,15.0,1.868552,"terra, enrocamento ou outros",562.0,dessedentação animal,,,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,,,5.0,5.0,,10,8.0,0.0
Barragem Santa Barbara,5.8,0.776,"terra, enrocamento ou outros",180.71,dessedentação animal,alto,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,70.0,14.0,5.0,5.0,,10,8.0,0.0
Barragem São João,3.0,0.324,"terra, enrocamento ou outros",285.0,outros,alto,baixo,sim,sim,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,70.0,7.0,1.0,1.0,,10,8.0,0.0
Lagoa Natural,2.5,0.203,"terra, enrocamento ou outros",356.0,dessedentação animal,alto,alto,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,70.0,21.0,5.0,5.0,,10,8.0,0.0
Represa da Nova Vitória,6.0,0.557,"terra, enrocamento ou outros",,dessedentação animal,alto,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,70.0,7.0,5.0,5.0,,10,8.0,0.0
Santa Rosa IV,4.0,0.757,"terra, enrocamento ou outros",266.0,dessedentação animal,,alto,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,,21.0,5.0,5.0,,10,8.0,0.0
Santa Rosa II,3.0,0.288,"terra, enrocamento ou outros",181.0,dessedentação animal,,alto,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,,21.0,5.0,5.0,,10,8.0,0.0
Sem informação,,,"terra, enrocamento ou outros",477.0,outros,alto,alto,,,,não confiável ou < 500 anos,,,,,não,sem informação,sim,Particular,Sim,3.0,70.0,21.0,,,,10,,0.0
Barragem Rancho Cuê,6.0,0.36,"terra, enrocamento ou outros",363.0,dessedentação animal,alto,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,70.0,7.0,5.0,5.0,,10,8.0,0.0
Represa dos peixes,5.0,1.89,"terra, enrocamento ou outros",500.0,aquicultura,alto,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,70.0,14.0,5.0,5.0,,10,8.0,0.0
Represa,10.0,1.0,"terra, enrocamento ou outros",165.0,outros,alto,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,sim,Particular,Sim,3.0,70.0,14.0,5.0,5.0,,10,8.0,0.0
Sonora Estância,9.742,0.991858,"terra, enrocamento ou outros",144.07,industrial,médio,alto,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,50.0,21.0,5.0,5.0,,10,8.0,0.0
Barragem Fazenda Sonho Real,6.0,0.396,"terra, enrocamento ou outros",342.0,dessedentação animal,alto,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,70.0,14.0,5.0,5.0,,10,8.0,0.0
Barragem da rerpresa nova,25.0,1.5,"terra, enrocamento ou outros",285.6,aquicultura,alto,alto,sim,sim,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,70.0,21.0,1.0,1.0,,10,8.0,0.0
Aterro Setor CP,0.8,0.04227981,"terra, enrocamento ou outros",,dessedentação animal,médio,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,8.0,0.0
Setor C6,0.8,0.049955,"terra, enrocamento ou outros",180.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Represa 02 Setor  Cp 01,0.8,0.020037,"terra, enrocamento ou outros",212.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Pasto 6 do Setor C02,0.8,0.0028243,"terra, enrocamento ou outros",94.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Pasto 2 do Setor C01,0.8,0.0012401,"terra, enrocamento ou outros",116.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Pasto 4 do Setor 02,0.8,0.00793005,"terra, enrocamento ou outros",35.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Pasto 08 Setor C02,0.8,0.00099072,"terra, enrocamento ou outros",78.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Pasto 16 so Setor C07,0.8,0.00250867,"terra, enrocamento ou outros",130.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Setor C07,0.8,0.01877471,"terra, enrocamento ou outros",54.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Setor CP,0.8,0.00099983,"terra, enrocamento ou outros",66.0,dessedentação animal,médio,alto,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,50.0,21.0,5.0,5.0,,10,8.0,0.0
Pasto 05 setor C02,0.8,0.00489813,"terra, enrocamento ou outros",145.0,dessedentação animal,médio,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,8.0,0.0
Barragem 01,7.0,0.03984,"terra, enrocamento ou outros",146.37,outros,,,,,,não confiável ou < 500 anos,,sim,,,não,operação,,Particular,Sim,3.0,,,,,,10,2.0,0.0
Barragem 02,4.0,0.0163456,"terra, enrocamento ou outros",108.92,outros,,,,,,não confiável ou < 500 anos,,sim,,,não,operação,,Particular,Sim,3.0,,,,,,10,2.0,0.0
Barragem 01,4.0,0.0034,"terra, enrocamento ou outros",60.0,outros,médio,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,8.0,0.0
Barragem 02,4.5,0.0019,"terra, enrocamento ou outros",50.0,outros,médio,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,8.0,0.0
Barragem 03,3.5,0.00633,"terra, enrocamento ou outros",38.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 05,4.3,0.0005,"terra, enrocamento ou outros",68.0,outros,médio,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,8.0,0.0
Barragem 06,4.6,0.008333,"terra, enrocamento ou outros",102.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 07,4.8,0.008667,"terra, enrocamento ou outros",110.0,outros,médio,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,8.0,0.0
Barragem 11,4.0,0.002333,"terra, enrocamento ou outros",55.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 12,4.2,0.001,"terra, enrocamento ou outros",37.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 17,3.5,0.0009,"terra, enrocamento ou outros",53.0,outros,médio,médio,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,8.0,0.0
Barragem B01,4.0,0.02,"terra, enrocamento ou outros",80.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,sim,sim,,não,operação,,Particular,Sim,3.0,,,,,,10,2.0,0.0
Barragem B02,4.0,0.008,"terra, enrocamento ou outros",50.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,sim,sim,,não,operação,,Particular,Sim,3.0,,,,,,10,2.0,0.0
Barragem B03,3.0,0.01,"terra, enrocamento ou outros",70.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,sim,sim,,não,operação,,Particular,Sim,3.0,,,,,,10,2.0,0.0
Barragem 2,6.0,0.1345435,"terra, enrocamento ou outros",195.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 3,4.5,0.0335025,"terra, enrocamento ou outros",191.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 4,6.0,0.1792175,"terra, enrocamento ou outros",198.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 5,5.0,0.048665,"terra, enrocamento ou outros",356.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 2,3.5,0.001785,"terra, enrocamento ou outros",85.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 3,3.0,0.002076,"terra, enrocamento ou outros",173.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 7,3.5,0.000896,"terra, enrocamento ou outros",64.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 8,3.5,0.001904,"terra, enrocamento ou outros",136.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 10,3.5,0.001792,"terra, enrocamento ou outros",128.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 11,3.5,0.001442,"terra, enrocamento ou outros",103.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 12,3.5,0.001344,"terra, enrocamento ou outros",96.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 13,3.5,0.00175,"terra, enrocamento ou outros",125.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 14,6.0,0.004212,"terra, enrocamento ou outros",117.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 15,3.5,0.002058,"terra, enrocamento ou outros",147.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 18,3.5,0.001778,"terra, enrocamento ou outros",127.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 19,3.5,0.0018375,"terra, enrocamento ou outros",105.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 21,2.5,0.0002475,"terra, enrocamento ou outros",33.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 22,2.5,0.00068,"terra, enrocamento ou outros",68.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 23,3.5,0.001617,"terra, enrocamento ou outros",77.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 24,3.5,0.001505,"terra, enrocamento ou outros",86.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 25,3.5,0.001764,"terra, enrocamento ou outros",84.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 26,3.5,0.001428,"terra, enrocamento ou outros",68.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 28,3.5,0.001365,"terra, enrocamento ou outros",78.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 29,3.5,0.0016975,"terra, enrocamento ou outros",97.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem Grande,6.0,0.514168,"terra, enrocamento ou outros",225.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 4,3.0,0.000675,"terra, enrocamento ou outros",75.0,outros,médio,alto,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,sim,Particular,Sim,3.0,50.0,21.0,5.0,5.0,,10,8.0,0.0
Barragem 3,4.3,0.0031648,"terra, enrocamento ou outros",92.0,outros,médio,alto,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,sim,Particular,Sim,3.0,50.0,21.0,5.0,5.0,,10,8.0,0.0
Barragem 5,3.2,0.0023424,"terra, enrocamento ou outros",122.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 1B,3.0,0.00225,"terra, enrocamento ou outros",125.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
